codigo,region,distrito,municipioEscolar,nombreEscuela,director,nivel,grados,zona,estatus,telefono,direccionFisica,direccionFisicaPueblo,direccionFisicaEstado,zipCode,latitud,longitud,puntuacion,starsEscuela,year,ETLLastUpdate,ETLCreatedDate
55731,Ponce,SANTA ISABEL,Juana Díaz,Juan Serapio Mangual,ANGEL VÉLEZ ECHEVARRÍA,Primario,K 1 2 3 4 5,RURAL,ABIERTA,837-8515,CARR 1 KM 13 HM 9 BO PASTILLO,Juana Díaz,PR,7950000,17.99454,-66.4909,0.8508028260730115,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
57562,Ponce,PONCE,Ponce I,Juan Serrallés (Intermedia),CANDIDA PAGAN DOMINGUEZ,Primario,678,RURAL,ABIERTA,848-2005,CALLE JOBOS FINAL BO COTO LAUREL,Ponce,PR,7310000,18.05104,-66.54771,0.39055533382923807,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
52274,Ponce,PONCE,Ponce I,Juan Serrallés (Superior),JOSÉ RODRÍGUEZ,Secundario,9101112,RURAL,ABIERTA,848-5274,CARR. 14 BO COTO LAUREL,Ponce,PR,7310000,18.04971,-66.54824,0.5023706562211729,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
47647,Mayagüez,AGUADILLA,Aguadilla,Juan Suárez Pelegrina (Nueva),Janet Santana Pérez**,Secundario,9101112,RURAL,ABIERTA,890-2320,CARR.459 BO. MONTAÑA,Aguadilla,PR,6030000,18.48632,-67.09782,0.43675022462007307,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
68510,San Juan,CAROLINA,Carolina I,Juana A Méndez,CARMEN NIEVES SUAREZ,Primario,K 1 2 3 4 5        EEE,URBANA,ABIERTA,768-3735,URB METROPOLIS CALLE 1 FINAL,Carolina,PR,9877112,18.36965,-65.98575,0.7875918147570117,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
21758,Caguas,BARRANQUITAS,Comerío,Juana Colón,YANIRANET COTTO LÓPEZ,Secundario,9 10 11 12   EES,URBANA,ABIERTA,875-2130,CARR 778 BDA. PASARELL. SECTOR INDUSTRIAL,Comerío,PR,7820000,18.22355,-66.2187,0.4003361334180049,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
12278,Bayamón,OROCOVIS,Morovis,Juana G. Avilés (Fránquez),FLORINDA RIVERA RODRÍGUEZ,Primario,K 1 2 3 4 5,RURAL,ABIERTA,862-2440,CARR 155 KM 2 HM 1 RAMAL 634 BO FRANQUEZ,Morovis,PR,6870479,18.35627,-66.40972,0.7477016099614682,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
33563,Humacao,CANOVANAS,Canóvanas,Juana Rodríguez Mundo,YVIS LLANOS ORTA,Primario,PK K 1 2 3 4 5,URBANA,ABIERTA,876-4828,URB LOIZA VALLEY CALLE ADONIS,Canóvanas,PR,7290000,18.3727,-65.91383,0.7028012517614877,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
62539,San Juan,SAN JUAN II,San Juan IV,Juanita García Peraza,CARMEN DECHOUDENS,Primario,K 1 2 3 4 5        EEE,URBANA,ABIERTA,763-8272,LAGUNA FINAL BO ISRAEL,San Juan,PR,9280000,18.42757,-66.04356,0.7500701438473387,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
10710,Arecibo,MANATI,Florida,Juanita Ramírez González,ERNESTO MAISONET PÉREZ,Primario,K 1 2 3 4 5        EEE,URBANA,ABIERTA,822-2190,CARR 642 KM 10 HM 3 COMUNIDAD ARROYO,Florida,PR,6500000,18.36364,-66.55081,0.5727353850394691,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
16220,Ponce,UTUADO,Utuado,Judith A. Vivas,DIXIE I. VÉLEZ LAFONTAINE,Primario,K 1 2 3 4 5       EEE,URBANA,ABIERTA,894-3446,AVE RIBAS DOMINICCI,Utuado,PR,6410000,18.26701,-66.6955,0.9149503610040559,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
60038,San Juan,SAN JUAN I,San Juan I,Julián E. Blanco (Ballet),LISSETTE VAZQUEZ,Todos los niveles,56789101112,URBANA,ABIERTA,721-9021,"CALLE MARTIN TRAVIESO, ESQ. ESTRELLA",San Juan,PR,9070000,18.45074,-66.06586,0.8456609634986361,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
55475,Ponce,PONCE,Ponce III,Julio Alvarado,ISAAC RUIZ,Primario,K 1 2 3 4 5,URBANA,ABIERTA,844-7048,CALLE 13 URB JARDINES DEL CARIBE,Ponce,PR,7310000,18.00938,-66.64463,0.521858396422462,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
52704,Ponce,PONCE,Ponce I,Julio Collazo Silva,SAMUEL HERNÁNDEZ,Primario,K 1 2 3 4 5,RURAL,ABIERTA,848-2385,CARR 14 BO CERRILLOS,Ponce,PR,7310000,18.07412,-66.63531,0.5192016051388985,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
11908,Arecibo,CAMUY,Lares,Julio Lebrón Soto,LUDMARY AVILÉS CRUZ,Primario,PK K 1 2 3 4 5 6       EEE,RURAL,ABIERTA,829-3916,CARR 135 KM 60 BO CASTAÑER,Lares,PR,6690000,18.18159,-66.83379,0.4802126725146624,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
70292,Bayamón,BAYAMON,Bayamón III,Julio Ressy,LETICIA BÁEZ BAEZ,Primario,K 1 2 3 4 5,RURAL,ABIERTA,799-4950,CARR 830 KM 2 HM 2 CERRO GORDO,Bayamón,PR,9560000,18.34489,-66.17287,0.6703521292142957,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
10314,Arecibo,ARECIBO,Arecibo II,Julio Seijo,MARIBEL COLON GONZALEZ,Primario,PK K 1 2 3 4 5,URBANA,ABIERTA,878-2062,CARR 129 KM 28 HM 3 BO HATO ARRIBA,Arecibo,PR,6120000,18.44455,-66.75505,0.8586402416075103,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
61416,San Juan,SAN JUAN I,San Juan II,Julio Sellés Solá,ANGELINA SANCHEZ,Primario,K 1 2 3 4 5        EEE,URBANA,ABIERTA,767-1333,URB VILLA NEVAREZ CALLE 19 ESQ 20,San Juan,PR,9270000,18.39722,-66.06661,0.6806203055916278,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
43224,Mayagüez,CABO ROJO,San Germán,Julio V. Guzmán,*MONICA RIVERA CRUZ,Primario,K 1 2 3 4 5 6 7 8      EEI,URBANA,ABIERTA,892-1168,AVE DR HARRIS 23,San Germán,PR,6830000,18.08377,-67.04663,0.30893673949655837,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
23515,Caguas,GURABO,Caguas II,Justina Vázquez Mendoza,*MICHELLE NUNEZ CABALLERO,Primario,K 1 2 3 4 5        EEE,URBANA,ABIERTA,743-6069,URB MARIOLGA CALLE SAN ANTONIO ESQ SAN JOSE,Caguas,PR,7250000,18.21653,-66.03645,0.6536869044463135,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
45641,Mayagüez,MAYAGUEZ,Maricao,La Carmen,OSCAR BAEZ ORTIZ,Primario,K 1 2 3 4 5,RURAL,ABIERTA,838-2425,CARR 105 KM 21.2,Maricao,PR,6060000,18.17701,-67.00668,0.8345975986312213,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
61424,San Juan,SAN JUAN I,San Juan II,La Esperanza (Luis Pales Matos),MAYRA GARCIA,Educación especial,EEE EEI EES,URBANA,ABIERTA,782-0295,CALLE 19 NE PTO NUEVO,San Juan,PR,9210000,18.41698,-66.08094,0.8552338285249508,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
30916,Humacao,LAS PIEDRAS,Las Piedras,La Fermina,ELIZABETH SANTIAGO RODRIGUEZ,Primario,K 1 2 3 4 5        EEE,RURAL,ABIERTA,850-5155,CARR 189,Las Piedras,PR,7710000,18.17576,-65.84837,0.6632448085946006,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
71779,Arecibo,VEGA ALTA,Vega Alta,Ladislao Martínez,CARMEN J. RABELL ROSADO,Secundario,9101112,URBANA,ABIERTA,883-5105,CALLE C URB LAS COLINAS,Vega Alta,PR,9620000,18.40969,-66.32461,0.4481374334629221,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
61432,San Juan,SAN JUAN I,San Juan II,Las Américas,LUZ CANALES,Primario,K 1 2 3 4 5 6 7 8,URBANA,ABIERTA,782-0070,"CALLE CONSTITUCION ESQ. CASINO, PUERTO NUEVO",San Juan,PR,9280000,18.40596,-66.08589,0.29300129764314853,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
52761,Caguas,GUAYAMA,Salinas,Las Mareas,AURORA FIGUEROA ROSARIO,Primario,K 1 2 3 4 5,RURAL,ABIERTA,864-4727,BO LAS MAREAS CALLE PRINCIPAL,Salinas,PR,7510000,17.9481,-66.26474,0.6180697032889017,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
43406,Mayagüez,CABO ROJO,San Germán,Laura Mercado,*DENNIS VILLANUEVA DIAZ,Todos los niveles,6789101112,RURAL,ABIERTA,832-4155,CALLE NESTOR TORRES BO ROSARIO,San Germán,PR,6360000,18.16491,-67.07786,0.44481052689287315,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
64998,San Juan,SAN JUAN II,San Juan IV,Lcdo. Guillermo Atiles Moreau,MYRIAM RODRIGUEZ DE MASSINI,Todos los niveles,PK K 1 2 3 4 5 6 7 8 9 10 11 12 EEE EEI EES,URBANA,ABIERTA,767-6710,CALLE PONCE URB PEREZ MORRIS,San Juan,PR,9240000,18.41045,-66.0547,0.6761970143110935,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
53660,Ponce,YAUCO,Yauco,Lena M. Franceschi (Rubias),*MADELINE C. PACHECO IRIGOYEN,Primario,K 1 2 3 4 5 6 7 8,RURAL,ABIERTA,838-0040,CARR 105 KM 25 HM 1 BO RUBIAS,Yauco,PR,6980000,18.15246,-66.88604,0.4145729286481442,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
17764,Arecibo,MANATI,Florida,Leonardo Valentín Tirado,ANGEL R. NEGRÓN ROSADO,Primario,678,URBANA,ABIERTA,822-2263,CARR 140 CALLE RAMON TORRES #12,Florida,PR,6500000,18.37234,-66.56535,0.3296671615993228,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
35493,Humacao,LAS PIEDRAS,Las Piedras,Leonicio Meléndez,YAMILYS ROLDAN FONTANEZ,Primario,6 7 8      EEI,URBANA,ABIERTA,733-1050,DESVIO SUR ANIBAL GARCIA PEÑA,Las Piedras,PR,7711033,18.17711,-65.86748,0.3279250090947751,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
45682,Mayagüez,CABO ROJO,Lajas,Leónides Morales Rodríguez,CARLOS R MOLINA RIVERA,Secundario,9101112,URBANA,ABIERTA,899-1695,CALLE SANTA ROSA #20,Lajas,PR,6670000,18.04897,-67.05692,0.40883857782351274,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
32227,Humacao,CANOVANAS,Río Grande,Liberata Iraldo (Nueva),GLADYS MILLAN BONILLA,Primario,6 7 8      EEI,URBANA,ABIERTA,888-3534,CALLE MAIN URB ALTURAS DE RIO GRANDE,Río Grande,PR,7450000,18.37947,-65.84961,0.4168248502649271,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
54247,Ponce,PONCE,Ponce II,Librado Net,CAROL GONZÁLEZ NAZARIO,Primario,PK K 1 2 3 4 5,URBANA,ABIERTA,842-6395,"URB SAN ANTONIO, 50 CALLE 9",Ponce,PR,7285901,18.00529,-66.63638,0.8109354914861077,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
35360,Humacao,LAS PIEDRAS,Humacao,Lidia Fiol Scarano,MIGDALIA TORRES CRUZ,Primario,K 1 2 3 4 5        EEE,URBANA,ABIERTA,850-7080 - 285-0068,CALLE 6 VILLA HUMACAO,Humacao,PR,7910000,18.14178,-65.80006,0.8638313170076601,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
58511,Ponce,PONCE,Ponce III,Lila María Mercedes Mayoral,FELIPE VELAZQUEZ,Secundario,9101112,URBANA,ABIERTA,843-8245,BLQ CANAS BOX 7409 SECTOR EL TUQUE,Ponce,PR,7327409,17.98348,-66.66344,0.34159021460724853,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
71894,Arecibo,VEGA ALTA,Vega Baja,Lino Padrón Rivera,JONATHAM QUIÑONES ROQUE,Secundario,9101112,URBANA,ABIERTA,858-2110,CALLE TULIO OTERO,Vega Baja,PR,6930000,18.44501,-66.38459,0.5135856340595486,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
56093,Ponce,PONCE,Ponce I,Llanos del Sur,WANDA  ZAYAS,Primario,K 1 2 3 4 5        EEE,RURAL,ABIERTA,848-1105,CALLE 3 PARC LLANOS DEL SUR BO COTO LAUREL,Ponce,PR,7800000,18.04644,-66.55013,0.6413873332838816,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
58305,Ponce,YAUCO,Yauco,Loaiza Cordero del Rosario,*ANNIE QUIRÓS VALENTÍN,Secundario,9 10 11 12   EES,URBANA,ABIERTA,267-6615,AVE LUIS MUÑOZ MARIN #1000,Yauco,PR,6980000,18.03055,-66.86819,0.3530768969896644,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
43315,Mayagüez,CABO ROJO,San Germán,Lola Rodríguez de Tío,LAURA NAZARIO FELICIANO,Secundario,9101112,URBANA,ABIERTA,892-1320,AVE DR VEV E FINAL,San Germán,PR,6830000,18.08373,-67.0467,0.4504453432003376,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
11528,Arecibo,ARECIBO,Hatillo,Lorenzo Coballes Gandía,MARISOL RODRIGUEZ DEL RIO,Todos los niveles,6 7 8 9 10 11 12   EES,URBANA,ABIERTA,898-4300,CARR 130 KM. 0.1 SECT. LOS ALVAREZ,Hatillo,PR,6590000,18.48155,-66.82068,0.18231445879559308,1,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
60905,San Juan,CAROLINA,Carolina I,Lorenzo Vizcarrondo,JOSE CAMACHO HERNANDEZ,Secundario,9101112,URBANA,ABIERTA,769-0870,"CALLE QUIÑONES, #8, URB. SEVERO QUIÑONES",Carolina,PR,9889180,18.38453,-65.96083,0.2278711175904118,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
52365,Ponce,PONCE,Ponce III,Lucy Grillasca,LISSETTE OSUNA,Primario,K 1 2 3 4 5        EEE,URBANA,ABIERTA,842-4010,AVE EDUARDO RUBERTE PARQUE AMALIA MARIN,Ponce,PR,7310000,17.98624,-66.62923,0.4672742817441628,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
70094,Bayamón,BAYAMON,Bayamón I,Ludovico Costoso,Jessica Santiago Santana**,Educación especial,EEE EEI EES,RURAL,ABIERTA,787-9792,AVE CEMENTERIO NACIONAL HATO TEJAS,Bayamón,PR,9608246,18.40615,-66.17691,0.7214455310343605,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
53579,Ponce,YAUCO,Yauco,Luis A. Ferré Aguayo,*EDNA LEE FERNÁNDEZ,Primario,K 1 2 3 4 5        EEE,RURAL,ABIERTA,856-3635,CALLE 3 ESQ  5 Y 6,Yauco,PR,6980000,18.01222,-66.87173,0.7552948004988558,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
17384,Arecibo,CAMUY,Camuy,Luis F. Crespo,VÍCTOR MATOS ARROYO,Secundario,9 10 11 12   EES,URBANA,ABIERTA,262-8421,CARR 486 KM 3 BO PUENTE,Camuy,PR,6270000,18.46535,-66.85207,0.6295556968930766,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
11756,Arecibo,CAMUY,Camuy,Luis Felipe Rodríguez García,IVETTE AMADOR ACEVEDO,Primario,K 1 2 3 4 5 6 7 8     EEE,RURAL,ABIERTA,898-0990,CARR #483 KM 13 HM 1 BO PIEDRA GORDA,Camuy,PR,6270000,18.43254,-66.89158,0.7207569275072399,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
33340,Humacao,CANOVANAS,Canóvanas,Luis Hernaiz Veronne,MARIA A. MULERO PASTRANA,Secundario,9101112,URBANA,ABIERTA,876-2395,CALLE AUTONOMIA FINAL,Canóvanas,PR,7290000,18.37639,-65.90108,0.24722465318136272,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
51698,Ponce,SANTA ISABEL,Juana Díaz,Luis Llorens Torres,SAMUEL FIGUEROA NIEVES,Secundario,9101112,URBANA,ABIERTA,837-2670,CALLE LA CRUZ JUANA DIAZ PUEBLO,Juana Díaz,PR,7950000,18.04658,-66.5049,0.5626232794034831,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
63081,San Juan,SAN JUAN I,San Juan I,Luis Llorens Torres,ROSA RECONDO,Primario,PK K 1 2 3 4 5 6       EEE,URBANA,ABIERTA,726-1195,"CALLE MARISABEL, RES. LLORENS TORRES",San Juan,PR,9130000,18.4478,-66.04097,0.2790666416764162,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
71498,Bayamón,TOA BAJA,Toa Baja,Luis M. Santiago,SARAH REYES DAVILA,Primario,K 1 2 3 4 5 6 7 8     EEE EEI,URBANA,ABIERTA,794-1445,CALLE LUIS MUÑOZ RIVERA #6,Toa Baja,PR,9490000,18.44053,-66.25291,0.41039638687501756,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
11387,Arecibo,ARECIBO,Hatillo,Luis Meléndez Rodríguez,ELVIRA MERCADO PADILLA,Primario,K 1 2 3 4 5 6 7 8     EEE EEI,RURAL,ABIERTA,898-9497,CARR 130 KM 11 HM 1 BO CAMPO ALEGRE,Hatillo,PR,6590000,18.40733,-66.77566,0.5887576689575192,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
61457,San Juan,SAN JUAN I,San Juan II,Luis Muñiz Souffront,ELVI VALE,Primario,K 1 2 3 4 5        EEE,URBANA,ABIERTA,782-0715,CALLE 17 ESQ 28 SO CAPARRA TERRACE,San Juan,PR,9210000,18.39644,-66.09184,0.5326157426923602,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
17111,Arecibo,ARECIBO,Arecibo II,Luis Muñoz Marín,MARILYN TORRES TORRES,Primario,K 1 2 3 4 5 6 7 8     EEE EEI,URBANA,ABIERTA,880-0757,CARR 53 KM 1 HM 5 SECT BARRANCAS,Arecibo,PR,6120000,18.4662,-66.74674,0.48736217446438185,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
25783,Caguas,CIDRA,Aguas Buenas,Luis Muñoz Marín,MARÍA QUILES TORRES,Primario,PK K 1 2 3 4 5        EEE,URBANA,ABIERTA,732-3521,CALLE MONSERRATE FINAL SECTOR LA ARAÑA,Aguas Buenas,PR,7030000,18.2526,-66.10552,0.5243483839739439,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
26005,Caguas,BARRANQUITAS,Comerío,Luis Muñoz Marín,DENIS AQUINO FONTÁNEZ,Primario,678,URBANA,ABIERTA,875-3390,CARR.775 RAMAL 7774 KM 0 HM 4 BO PIÑAS SECTOR LA MORA,Comerío,PR,7820000,18.21028,-66.22447,0.48997844916820865,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
26021,Caguas,BARRANQUITAS,Barranquitas,Luis Muñoz Marín,WANDA PEÑA SUÁREZ,Secundario,9101112,URBANA,ABIERTA,857-3714,CALLE A SECTOR NUEVO,Barranquitas,PR,7940000,18.1907,-66.30545,0.7016170313388992,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
34264,Humacao,YABUCOA,Yabucoa,Luis Muñoz Marín,MARÍA CRUZ ROLDÁN,Todos los niveles,6789101112,RURAL,ABIERTA,893-2880,CARR 902 KM 2.2 BO LIMONES,Yabucoa,PR,7670000,18.07654,-65.89445,0.22537376008513352,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
46995,Mayagüez,AGUADILLA,Añasco,Luis Muñoz Marín,BENITA CUEBAS CAMPOS,Secundario,9101112,URBANA,ABIERTA,826-1476,CARR. 402 KM. 1 HM.4 BO.MARIAS,Añasco,PR,6100000,18.29424,-67.13936,0.41376124436683964,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
51763,Ponce,SANTA ISABEL,Juana Díaz,Luis Muñoz Marín,Enid Figueroa Nieves**,Todos los niveles,6 7 8 9 10 11 12  EEI,RURAL,ABIERTA,837-8151,CARR 1 SECTOR SINGAPUR BO PASTILLO,Juana Díaz,PR,7950000,17.99439,-66.49162,0.2836436959019946,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
11395,Arecibo,ARECIBO,Hatillo,Luis Muñoz Rivera,CARMEN J. JIMENEZ MARTINEZ,Primario,K 1 2 3 4 5,RURAL,ABIERTA,898-1830,CARR 130 KM 3 HM 5 BO CAPAEZ,Hatillo,PR,6590000,18.45915,-66.80866,0.7926351141872974,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
13425,Ponce,UTUADO,Utuado,Luis Muñoz Rivera,SAMUEL RODRÍGUEZ SANTIAGO\RAMON COLLAZO DE LA ROSA,Secundario,9 10 11 12   EES,URBANA,ABIERTA,894-2666,124 CALLE DR CUETO,Utuado,PR,6410000,18.26712,-66.72525,0.5605119522529886,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
20834,Caguas,GURABO,Caguas II,Luis Muñoz Rivera,*ENID ALVARADO GUZMAN,Primario,K 1 2 3 4 5        EEE,URBANA,ABIERTA,743-2303,65 FINAL CALLE MUÑOZ RIVERA,Caguas,PR,7250000,18.2312,-66.03687,0.5207799347052992,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
22327,Humacao,YABUCOA,San Lorenzo,Luis Muñoz Rivera,YAMITZA FIGUEROA COLLAZO,Primario,K 1 2 3 4 5        EEE,URBANA,ABIERTA,736-5856,CALLE LUIS MUÑOZ RIVERA,San Lorenzo,PR,7540000,18.18904,-65.96116,0.4609071645366772,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
30924,Humacao,LAS PIEDRAS,Las Piedras,Luis Muñoz Rivera,Aracelis Ramos Flores**,Primario,K 1 2 3 4 5        EEE,RURAL,ABIERTA,733-1441,CARR 936 BO BOQUERON INT 937,Las Piedras,PR,7710000,18.20648,-65.8449,0.6662356790182541,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
40477,Mayagüez,AGUADILLA,Aguadilla,Luis Muñoz Rivera,RAYMOND VELEZ MORALES,Primario,K 1 2 3 4 5        EEE,RURAL,ABIERTA,891-0862,CARR. 457 C/E BASE RAMEY BO. CAMASEYES,Aguadilla,PR,6030000,18.47391,-67.15187,0.5682495186687546,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
41541,Mayagüez,CABO ROJO,Lajas,Luis Muñoz Rivera,JOSÉ F. PÉREZ ALMODÓVAR,Primario,6 7 8      EEI,URBANA,ABIERTA,899-1452,CALLE 65 INFANTERIA ESQ DAVILA,Lajas,PR,6670000,18.04763,-67.0591,0.4984588393835738,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
42242,Mayagüez,MAYAGUEZ,Mayagüez,Luis Muñoz Rivera,NANETTERIVERA GONZALEZ,Primario,K 1 2 3 4 5,URBANA,ABIERTA,834-7700,CALLE ANTONIO CRUZ NUÑEZ,Mayagüez,PR,6800000,18.19982,-67.13962,0.6152001439272378,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
50773,Ponce,YAUCO,Guánica,Luis Muñoz Rivera,EILEEN GONZÁLEZ OLIVERAS,Primario,PK K 1 2 3 4 5,RURAL,ABIERTA,821-3121,CARR 116 RAMAL 1116 BO CANO,Guánica,PR,6530000,17.99822,-66.89452,0.8826778309699016,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
53512,Ponce,YAUCO,Yauco,Luis Muñoz Rivera,IVETTE PINTADO GARCÍA,Primario,K 1 2 3 4 5        EEE,URBANA,ABIERTA,856-1370,AVE BARBOSA,Yauco,PR,6980000,18.03198,-66.84978,0.6600050816210028,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
61689,San Juan,SAN JUAN I,San Juan I,Luis Muñoz Rivera,WANDA ORTIZ,Primario,PK K 1 2 3 4 5 6,URBANA,ABIERTA,727-6755,PARADA 25 AVE FERNANDEZ JUNCOS,San Juan,PR,9090000,18.44167,-66.06457,0.4734036050599215,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
62810,San Juan,SAN JUAN II,San Juan III,Luis Muñoz Rivera,LEONCIO MARTE PERALTA,Primario,PK K 1 2 3 4 5,URBANA,ABIERTA,751-2214,"CALLE ROBLES, #42",San Juan,PR,9280000,18.40019,-66.04895,0.6329912156997681,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
75820,San Juan,GUAYNABO,Guaynabo,Luis Muñoz Rivera II,MARIA E COLLAZO COLLAZO,Primario,PK K 1 2 3 4 5        EEE,URBANA,ABIERTA,783-5290,AVE PONCE DE LEON BO AMELIA,Guaynabo,PR,9650000,18.43065,-66.11422,0.37520689102519755,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
48264,Mayagüez,CABO ROJO,Sabana Grande,Luis Negrón López,AMÍLCAR RUIZ CURET,Secundario,9101112,RURAL,ABIERTA,804-2037,CARR #368 KM 1.0 BO MACHUCHAL,Sabana Grande,PR,6370000,18.07416,-66.94919,0.5690676437497197,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
70581,Bayamón,BAYAMON,Bayamón I,Luis Palés Matos,LYDIA I. PEÑA MALDONADO,Todos los niveles,6 7 8 9 10 11 12   EES,URBANA,ABIERTA,288-1075,URB SANTA ROSA CALLE 11 ESQ 17,Bayamón,PR,9590000,18.39051,-66.14257,0.25532481960398856,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
